аббат;аббат;2
аббат;аббат;1.4
аббат;аббатство;1.333333333
аббат;аббат;1
аббат;латинский;1
аббат;мужской;1
аббат;обитель;1
аббат;игумен;0.75
аббат;настоятель;0.714285714
аббат;аббатство;0.666666667
аббат;патер;0.666666667
аббат;полька;0.666666667
аббат;ксёндз;0.5
аббат;кюре;0.5
аббат;латинский;0.5
аббат;мужской;0.5
аббат;обитель;0.5
аббат;тенор;0.5
аббат;аббат;0.4
аббат;аббатиса;0.4
аббат;бас;0.4
аббат;лавр;0.4
аббат;манишка;0.4
аббат;монастырь;0.4
аббат;настоятель;0.4
аббат;педерастия;0.4
аббат;архимандрит;0.333333333
аббат;баритон;0.333333333
аббат;затвориться;0.333333333
аббат;кепка;0.333333333
аббат;патер;0.333333333
аббат;полька;0.333333333
аббат;пустынь;0.333333333
аббат;тычинка;0.333333333
аббат;фальцет;0.333333333
аббат;чечётка;0.333333333
аббат;настоятельница;0.285714286
аббат;пара;0.285714286
аббат;треух;0.285714286
аббат;фиксатуар;0.285714286
аббат;фуражка;0.285714286
аббат;братия;0.25
аббат;визитка;0.25
аббат;игумен;0.25
аббат;игуменья;0.25
аббат;иезуит;0.25
аббат;картуз;0.25
аббат;ксендз;0.25
аббат;кюре;0.25
аббат;мальчик;0.25
аббат;холостой;0.25
аббат;мужской;0.25
аббат;посконь;0.25
аббат;семенник;0.25
аббат;скит;0.25
аббат;служка;0.25
аббат;тенор;0.25
аббат;оплодотворить;0.222222222
аббат;бас;0.2
аббат;живчик;0.2
аббат;исповедальня;0.2
аббат;кальсоны;0.2
аббат;капуцин;0.2
аббат;костёл;0.2
аббат;лицей;0.2
аббат;манишка;0.2
аббат;монастырь;0.2
аббат;настоятель;0.2
аббат;педерастия;0.2
аббат;побратимство;0.2
аббат;самец;0.2
аббат;трапеза;0.2
аббат;травести;0.181818182
аббат;баритон;0.166666667
аббат;двуполый;0.166666667
аббат;затвориться;0.166666667
аббат;камзол;0.166666667
аббат;кафтан;0.166666667
аббат;келья;0.166666667
аббат;кепка;0.166666667
аббат;магистр;0.166666667
аббат;послушник;0.166666667
аббат;пустынь;0.166666667
аббат;собор;0.166666667
аббат;сын;0.166666667
аббат;трапеза;0.166666667
аббат;тычинка;0.166666667
аббат;фальцет;0.166666667
аббат;чечетка;0.166666667
аббат;штиблета;0.166666667
аббат;петлица;0.153846154
аббат;чалма;0.153846154
аббат;бокс;0.142857143
аббат;косоворотка;0.142857143
аббат;настоятель;0.142857143
аббат;однорядка;0.142857143
аббат;папа;0.142857143
аббат;пара;0.142857143
аббат;пирожок;0.142857143
аббат;пыльца;0.142857143
аббат;сперматозоид;0.142857143
аббат;треух;0.142857143
аббат;фиксатуар;0.142857143
аббат;фуражка;0.142857143
аббат;гугенот;0.125
аббат;ёжик;0.125
аббат;картуз;0.125
аббат;котелок;0.125
аббат;крылатка;0.125
аббат;патриархат;0.125
аббат;поддёвка;0.125
аббат;полукафтан;0.125
аббат;скит;0.125
аббат;гермафродитизм;0.111111111
аббат;организм;0.111111111
аббат;мошонка;0.111111111
аббат;оплодотворить;0.111111111
аббат;подворье;0.111111111
аббат;чуйка;0.111111111
аббат;шинель;0.111111111
аббат;яичко;0.111111111
аббат;бекеша;0.1
аббат;костюм;0.1
аббат;монастырь;0.1
аббат;обрезание;0.1
аббат;побратимство;0.1
аббат;скит;0.1
аббат;ферязь;0.1
аббат;епископ;0.090909091
аббат;жилет;0.090909091
аббат;инквизиция;0.090909091
аббат;сперма;0.090909091
аббат;травести;0.090909091
аббат;чекмень;0.090909091
аббат;богомолье;0.083333333
аббат;иезуит;0.083333333
аббат;рубашка;0.083333333
аббат;тога;0.083333333
аббат;петлица;0.076923077
аббат;чалма;0.076923077
аббат;патриархат;0.0625
аббат;род;0.05
аббат;род;0.045454545
